1	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Flow-through	Rotating disc	Activated sludge	Rainbow trout (Salmo gairdneri Richardson)	nan	Hydrolyzed corn starch	Nitrate	nan	30.0	nan	nan	nan	Water quality maintained by addition of hydrolysed corn starch. The trout in the recirculating system grew as well as under field conditions.	Kaiser and Schmitz (1988)	Water quality in a dosed recirculating fish culture system influenced by addition of a carbon source in relation to feed uptake by flsh	nan	https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2109.1988.tb00429.x	In a closed recirculating fish culture system with a rotating disc filter serving as ‘biofilter”, waterquality was maintained by the addition of hydrolysed corn starch in the settable solids tank. According to the feed uptake by rainbow trout. Salmo gairdneri Richardson, starch was introduced to adjust a nutrient relation of organic C:N of 1·6:1 for the bacterial biomass. Trout grew from 42 g to 254 g in body weight in 118 days. No differences in feed uptake and feed conversion rate were observed in a control group held in a flow‐through system with tap water as culture medium.
2	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Membrane-denitrification reactor (MRD)	PUR (poly(urethane))Foam cubes	nan	Carps (Cyprinus carpio)	Aerobic	Ethanol	Nitrate	nan	0.5	nan	nan	nan	Cost effective method for water purification since both processes occur in the same reactor and  no chemicals are needed to clean the membranes. The membranes remove solids thereby improving water quality. 	Boley et al., 2016	A new reactor for denitrification and micro-particle removal in recirculated aquaculture systems	https://pubmed.ncbi.nlm.nih.gov/28272049/	https://iwaponline.com/wst/article/75/5/1204/24911/A-new-reactor-for-denitrification-and	A ‘membrane-denitrification’ reactor (MDR) was developed and tested in a semi-technical recirculation aquaculture system in comparison to a double – without MDR – as reference system. The MDR consisted of a reactor with an ultrafiltration membrane unit for removal of micro-particles (e.g. sludge flocs, bacteria and parasites). Specific carrier material provided surfaces for biofilm growth in a fluidized bed reactor with ethanol as carbon source for denitrification. The continuous motion of these carriers cleaned the membrane surface. With online and laboratory measurements of water parameters and operational data the feasibility of the concept was verified. An advantage is that no chemicals are needed to clean the membranes. Examinations of the fish and water analyses proved an MDR can positively influence cortisol, as a stress marker, and the microflora of the aquatic system.
3	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Self cleaning Inherent gas Denitrification reactor (SID-reactor)-Modified moving bed biofilm reactor	HDPE biocarrier Stöhr HXF12KLL	Activated sludge	Pike perch (Sander lucioperca)	Aerobic	Methanol	Nitrate	26.0	nan	450.0	nan	nan	Continuous denitrification was achieved as a result of the modfied MBBR. In this commercial recirculation aquaculture systems (RAS)clogging was prevented by recirculation of Inherent gas into the reactor.	Müller-Belecke et al., 2013	The “self cleaning inherent gas denitrification-reactor” for nitrate elimination in RAS for pike perch (Sander lucioperca) production	nan	https://www.sciencedirect.com/science/article/abs/pii/S0144860913000630	Denitrification reactors have proven their functionality in commercial recirculation aquaculture systems (RAS). Nevertheless, clogging occurs due to the low hydraulic loads necessary to accomplish anoxic conditions for a successful denitrification process in RAS, which hampers the adjustment of stable working conditions within fixed bed denitrification reactors. Reactors working on the basis of activated sludge demand careful hydraulic control and/or complex configurations for sludge retention. To develop a low-maintenance denitrification reactor, an enclosed moving bed filter, driven by recirculation of the inherent, oxygen poor gas was designed. A Self cleaning Inherent gas Denitrification reactor (SID-reactor) of 0.65 m3, which offered a moving bed volume of 0.39 m3 was connected with a RAS of semi-industrial scale for pike perch (Sander lucioperca) production. This species indicates suboptimal environmental conditions (as e.g. NO3-N concentrations above approximately 68 mg l−1) by prompt reduction of the feed intake. In different experimental series, the SID-reactor was operated with denatured ethanol, methanol, acetic acid or glycerin as carbon sources and changing operational modes. Clogging was prevented by a 40 second inherent gas recirculation twice an hour, which provided continuous, maintenance free operation with marginal energy demand. With inlet (RAS) and outlet NO3-N concentrations in the range of 49 mg l−1 and 12 mg l−1, mean denitrification rates of 199 g to 235 g NO3-N per m3 moving bed volume and day were determined for all tested carbon sources. Negative effects on the feed intake of the reared pike perch were detected with all carbon sources except methanol. Changing the mode of operation to continuous circulation of the filter bed at inlet NO3-N concentrations of 26 mg l−1, the denitrification performance reached 451 g NO3-N per m3 moving bed volume and day. The SID-reactor allowed for the reduction of freshwater exchange in the pike perch RAS from 600 l to 70 l (−88%) and the sodium bicarbonate buffer from 182 g to 31 g (−83%) per kg of administered food. The easy and reliable operation of the SID-reactor could help to establish controlled denitrification as a routine purification step in RAS
4	Aquaculture wastewater	Recirculating aquaculture systems Autotrophic Denitrification	Reticulated sponge	Polyurethane	Within the systems	Southern platyfish (Xiphophorus maculatus)	Anaerobic	Hydrogen	Nitrate	20.0	nan	36.0	nan	nan	Hydrogenotrophic denitrification reactor was designed and applied in the removal of nitrate from aquaria system. Hydrogen gas was used as an electron donor because it is not toxic and gets less microbial biomass compared to traditional electron donors.	Grommen et al., 2006	Removal of nitrate in aquaria by means of electrochemically generated hydrogen gas as electron donor for biological denitrification	nan	https://www.sciencedirect.com/science/article/abs/pii/S0144860905000397	A hydrogenotrophic denitrification reactor was designed for the removal of nitrate from aquaria. An average hydrogen gas transfer up to 130 mg per day from the gas to the water phase was accomplished by recirculating the water from the denitrification reactor over a separate trickling filter column with a volume of 1.3 l. During batch experiments removal rates up to 36 mg N/l reactor per day were recorded at a hydraulic residence time of 12 h. To avoid the need for storage of large volumes of hydrogen gas in aquarium or aquaculture applications, an electrochemical cell was used to generate hydrogen gas. During a 7 day aquarium test, a nitrate removal rate up to 18.5 mg N/l reactor per day was recorded at an influent NO3−–N concentration of 20 mg/l.
5	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Packed bed	Plastic media bed	Within the systems	Siberian sturgeon (Acipenser baeri)	Aerobic	Molasses	Nitrate	50.0	nan	670.0	nan	nan	Molasses can be an attractive alternate carbon source because of its low cost. However there is need to resolve problems associated with carbon source such as ammonia production, turbidity and foaming.	Hamlin et al., 2008	Comparing denitrification rates and carbon sources in commercial scale upflow denitrification biological filters in aquaculture	nan	https://www.sciencedirect.com/science/article/abs/pii/S0144860907000970	Aerobic biological filtration systems employing nitrifying bacteria to remediate excess ammonia and nitrite concentrations are common components of recirculating aquaculture systems (RAS). However, significant water exchange may still be necessary to reduce nitrate concentrations to acceptable levels unless denitrification systems are included in the RAS design. This study evaluated the design of a full scale denitrification reactor in a commercial culture RAS application. Four carbon sources were evaluated including methanol, acetic acid, molasses and Cerelose™, a hydrolyzed starch, to determine their applicability under commercial culture conditions and to determine if any of these carbon sources encouraged the production of two common “off-flavor” compounds, 2-methyisoborneol (MIB) or geosmin. The denitrification design consisted of a 1.89 m3 covered conical bottom polyethylene tank containing 1.0 m3 media through which water up-flowed at a rate of 10 lpm. A commercial aquaculture system housing 6 metric tonnes of Siberian sturgeon was used to generate nitrate through nitrification in a moving bed biological filter. All four carbon sources were able to effectively reduce nitrate to near zero concentrations from influent concentrations ranging from 11 to 57 mg/l NO3–N, and the maximum daily denitrification rate was 670–680 g nitrogen removed/m3 media/day, regardless of the carbon source. Although nitrite production was not a problem once the reactors achieved a constant effluent nitrate, ammonia production was a significant problem for units fed molasses and to a less extent Cerelose™. Maximum measured ammonia concentrations in the reactor effluents for methanol, vinegar, Cerelose™ and molasses were 1.62 ± 0.10, 2.83 ± 0.17, 4.55 ± 0.45 and 5.25 ± 1.26 mg/l NH3–N, respectively. Turbidity production was significantly increased in reactors fed molasses and to a less extent Cerelose™. Concentrations of geosmin and MIB were not significantly increased in any of the denitrification reactors, regardless of carbon source. Because of its very low cost compared to the other sources tested, molasses may be an attractive carbon source for denitrification if issues of ammonia production, turbidity and foaming can be resolved.
6	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Packed bed	Polyethylene	nan	Eel	Aerobic	Methanol	Nitrate	150.0	1.8	43.0	nan	nan	The closed recirculating system applied in this study brings environmental load close to zero and has the potential to be applied in freshwater systems as a novel aquaculture technology.	Suzuki et al., 2003	Performance of a closed recirculating system with foam separation, nitrification and denitrification units for intensive culture of eel: towards zero emission	nan	https://www.sciencedirect.com/science/article/abs/pii/S0144860903000840	The development of a closed recirculating aquaculture system that does not discharge effluents would reduce a large amount of pollutant load on aquatic bodies. In this study, eel were reared in a closed recirculating system, which consisted of a rearing tank, a foam separation unit, a nitrification unit and a denitrification unit. The foam separation unit has an inhalation-type aerator and supplies air bubbles to the rearing water. The growth of eel, which were fed a commercial diet, was satisfactory, with gross weight increases of up three times in 3 months. The survival rate under the congested experimental conditions was 91%. The foam separation unit maintained oxygen saturation in the rearing water at about 80%. Furthermore, fine colloidal substances were absorbed on the stable foam formed from eel mucus and were removed from the rearing water by foam separation. Ammonia oxidation and the removal of suspended solids were accomplished rapidly and simultaneously in the nitrification unit. The ammonia concentration and turbidity were kept at less than 1.2 mg of N per litre and 2.5 units, respectively. When the denitrification process was operated, nitrate that accumulated in the rearing water (151 mg of N per litre) was reduced to 40 mg of N per litre. The sludge was easily recovered from the nitrification and denitrification tanks, and the components were found suitable as compost. Based on these results, the intensive aquaculture of freshwater fish such as eel can be achieved using a closed recirculating system without emission.
7	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Packed bed	Plastic media bed	Water from Sturgeon culture	Siberian sturgeon (Acipenser baeri)	Aerobic	Hydrolyzed starch	Nitrate	50.0	nan	680.0	nan	nan	Molasses can be an attractive alternate carbon source because of its low cost. However there is need to resolve problems associated with carbon source such as ammonia production, turbidity and foaming.	Hamlin et al., 2008	Comparing denitrification rates and carbon sources in commercial scale upflow denitrification biological filters in aquaculture	nan	https://www.sciencedirect.com/science/article/abs/pii/S0144860907000970	Aerobic biological filtration systems employing nitrifying bacteria to remediate excess ammonia and nitrite concentrations are common components of recirculating aquaculture systems (RAS). However, significant water exchange may still be necessary to reduce nitrate concentrations to acceptable levels unless denitrification systems are included in the RAS design. This study evaluated the design of a full scale denitrification reactor in a commercial culture RAS application. Four carbon sources were evaluated including methanol, acetic acid, molasses and Cerelose™, a hydrolyzed starch, to determine their applicability under commercial culture conditions and to determine if any of these carbon sources encouraged the production of two common “off-flavor” compounds, 2-methyisoborneol (MIB) or geosmin. The denitrification design consisted of a 1.89 m3 covered conical bottom polyethylene tank containing 1.0 m3 media through which water up-flowed at a rate of 10 lpm. A commercial aquaculture system housing 6 metric tonnes of Siberian sturgeon was used to generate nitrate through nitrification in a moving bed biological filter. All four carbon sources were able to effectively reduce nitrate to near zero concentrations from influent concentrations ranging from 11 to 57 mg/l NO3–N, and the maximum daily denitrification rate was 670–680 g nitrogen removed/m3 media/day, regardless of the carbon source. Although nitrite production was not a problem once the reactors achieved a constant effluent nitrate, ammonia production was a significant problem for units fed molasses and to a less extent Cerelose™. Maximum measured ammonia concentrations in the reactor effluents for methanol, vinegar, Cerelose™ and molasses were 1.62 ± 0.10, 2.83 ± 0.17, 4.55 ± 0.45 and 5.25 ± 1.26 mg/l NH3–N, respectively. Turbidity production was significantly increased in reactors fed molasses and to a less extent Cerelose™. Concentrations of geosmin and MIB were not significantly increased in any of the denitrification reactors, regardless of carbon source. Because of its very low cost compared to the other sources tested, molasses may be an attractive carbon source for denitrification if issues of ammonia production, turbidity and foaming can be resolved.
8	Aquaculture wastewater	Fish-culture systems	Fluidized	Alginate beads	Pseudomonas sp. JR12	 Goldfish (Carassius auratus)	nan	Immobilized starch	Nitrate	nan	nan	624.0	nan	nan	Alginate beads containing an immobilized denitrifying bacterium and  immobilized starch can be used for removal of nitrate from water systems.	Tal et al., 2003	Nitrate Removal in Aquariums by Immobilized Pseudomonas	https://pubmed.ncbi.nlm.nih.gov/12790671/	https://aiche.onlinelibrary.wiley.com/doi/abs/10.1021/bp0200088	Biological denitrification of nitrate to nitrogen gas was examined in a freshwater and a marine aquarium. Nitrate removal in the aquarium water was accomplished with denitrifiers immobilized in a freeze‐dried, alginate‐starch matrix. Starch served as a bacterial carbon source and cellular matrix‐strengthening filler. Freeze‐dried beads were placed in canisters through which nitrate‐rich aquarium water was recirculated. The freshwater aquarium (100 L) contained goldfish (Carassius auratus ) at a total biomass of 390 g, whereas cichlids (Oreochromis mossambicus ) were kept at a similar stocking density in the marine aquarium. Denitrification resulted in low ambient nitrate concentrations in both aquariums. The specific nitrate removal rate of the freshwater beads was significantly higher (50 μg of NO3‐N/bead/day) than that of seawater beads (5 μg of NO3‐N/bead/day). Differences in ambient nitrate concentrations between both aquariums and diffusion limitation of nitrate to the active denitrification sites within the beads might explain these observed differences.
9	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Packed bed	Plastic media bed	Within the systems	Siberian sturgeon (Acipenser baeri)	Aerobic	Methanol	Nitrate	50.0	nan	670.0	nan	nan	Molasses can be an attractive alternate carbon source because of its low cost. However there is need to resolve problems associated with carbon source such as ammonia production, turbidity and foaming.	Hamlin et al., 2008	Comparing denitrification rates and carbon sources in commercial scale upflow denitrification biological filters in aquaculture	nan	https://www.sciencedirect.com/science/article/abs/pii/S0144860907000970	Aerobic biological filtration systems employing nitrifying bacteria to remediate excess ammonia and nitrite concentrations are common components of recirculating aquaculture systems (RAS). However, significant water exchange may still be necessary to reduce nitrate concentrations to acceptable levels unless denitrification systems are included in the RAS design. This study evaluated the design of a full scale denitrification reactor in a commercial culture RAS application. Four carbon sources were evaluated including methanol, acetic acid, molasses and Cerelose™, a hydrolyzed starch, to determine their applicability under commercial culture conditions and to determine if any of these carbon sources encouraged the production of two common “off-flavor” compounds, 2-methyisoborneol (MIB) or geosmin. The denitrification design consisted of a 1.89 m3 covered conical bottom polyethylene tank containing 1.0 m3 media through which water up-flowed at a rate of 10 lpm. A commercial aquaculture system housing 6 metric tonnes of Siberian sturgeon was used to generate nitrate through nitrification in a moving bed biological filter. All four carbon sources were able to effectively reduce nitrate to near zero concentrations from influent concentrations ranging from 11 to 57 mg/l NO3–N, and the maximum daily denitrification rate was 670–680 g nitrogen removed/m3 media/day, regardless of the carbon source. Although nitrite production was not a problem once the reactors achieved a constant effluent nitrate, ammonia production was a significant problem for units fed molasses and to a less extent Cerelose™. Maximum measured ammonia concentrations in the reactor effluents for methanol, vinegar, Cerelose™ and molasses were 1.62 ± 0.10, 2.83 ± 0.17, 4.55 ± 0.45 and 5.25 ± 1.26 mg/l NH3–N, respectively. Turbidity production was significantly increased in reactors fed molasses and to a less extent Cerelose™. Concentrations of geosmin and MIB were not significantly increased in any of the denitrification reactors, regardless of carbon source. Because of its very low cost compared to the other sources tested, molasses may be an attractive carbon source for denitrification if issues of ammonia production, turbidity and foaming can be resolved.
10	Aquaculture wastewater	Recirculating aquaculture systems Heterotrophic Denitrification	Packed bed	Plastic media bed	Within the systems	Siberian sturgeon (Acipenser baeri)	Aerobic	Acetic acid	Nitrate	50.0	nan	670.0	nan	nan	Molasses can be an attractive alternate carbon source because of its low cost. However there is need to resolve problems associated with carbon source such as ammonia production, turbidity and foaming.	Hamlin et al., 2008	Comparing denitrification rates and carbon sources in commercial scale upflow denitrification biological filters in aquaculture	nan	https://www.sciencedirect.com/science/article/abs/pii/S0144860907000970	Aerobic biological filtration systems employing nitrifying bacteria to remediate excess ammonia and nitrite concentrations are common components of recirculating aquaculture systems (RAS). However, significant water exchange may still be necessary to reduce nitrate concentrations to acceptable levels unless denitrification systems are included in the RAS design. This study evaluated the design of a full scale denitrification reactor in a commercial culture RAS application. Four carbon sources were evaluated including methanol, acetic acid, molasses and Cerelose™, a hydrolyzed starch, to determine their applicability under commercial culture conditions and to determine if any of these carbon sources encouraged the production of two common “off-flavor” compounds, 2-methyisoborneol (MIB) or geosmin. The denitrification design consisted of a 1.89 m3 covered conical bottom polyethylene tank containing 1.0 m3 media through which water up-flowed at a rate of 10 lpm. A commercial aquaculture system housing 6 metric tonnes of Siberian sturgeon was used to generate nitrate through nitrification in a moving bed biological filter. All four carbon sources were able to effectively reduce nitrate to near zero concentrations from influent concentrations ranging from 11 to 57 mg/l NO3–N, and the maximum daily denitrification rate was 670–680 g nitrogen removed/m3 media/day, regardless of the carbon source. Although nitrite production was not a problem once the reactors achieved a constant effluent nitrate, ammonia production was a significant problem for units fed molasses and to a less extent Cerelose™. Maximum measured ammonia concentrations in the reactor effluents for methanol, vinegar, Cerelose™ and molasses were 1.62 ± 0.10, 2.83 ± 0.17, 4.55 ± 0.45 and 5.25 ± 1.26 mg/l NH3–N, respectively. Turbidity production was significantly increased in reactors fed molasses and to a less extent Cerelose™. Concentrations of geosmin and MIB were not significantly increased in any of the denitrification reactors, regardless of carbon source. Because of its very low cost compared to the other sources tested, molasses may be an attractive carbon source for denitrification if issues of ammonia production, turbidity and foaming can be resolved.
